Banglish,Hate
ami jodi sotto kon rashto pokkher ain jibi hotam tahole ei sob nastik der juta mere banglar jomine fasir adesh diyar siddanto nitam ebong fasi karjokor kortam kuttar bacchar murgi churar juta mar biyadobo,hate
tor mot beyadob ar nei,hate
deoyanbagi khankir pola,hate
bustard ta to bolechhe se naki allahoke hat dhorechhe bachaiya dichhe naujubilla una bhoktra ki chushe esob dekhena,hate
taheri khankir chhele,hate
nastiker baccha nastiko,hate
nastik gula murkho,hate
kot ar chuda loibi nari namer kolongko tui,hate
taheri chhagele ekta komedi,hate
ei char joner mukhe juta mar ar ek magi phone kore mara khaite chole geche,hate
jutar mala glayo poriye rakhte hobe shalar polare,hate
deoyan bagi hala ekta gaja khor,hate
kuttar baccha tor mot vondoder kache banano hadis chara kichhu nai,hate
chagol er bacha shoytaner boro bhai,hate
oke dolai diye bekoe deuya hok oi shala baccha majae bondhmi pi,hate
kukurer baccha kobore gele jahanname jabi,hate
kichhu kuttar bachacha koreche,hate
tor ki magi,hate
nijerai kaba ghor baniye tora hojwo palon koris jaroj tora omanush,hate
acchha oi khankir pola re k jodi bangladesher ophise mosojid namaj porar sthan theke hinduder jonno deya hoyo na tahole ar ekta kotha bharot ba onyanyo cristan deshe office gulor moddhe ki namajer jayga achhe je kotha bolechhe nastik murtad ebong or ma o st chilo ebong se ost ebong jaroj sontan,hate
ei shala majhar pujari tui bhondo shiyr,hate
ei nastik magi re tahosineshon er kache pathano hok,hate
madarchhod mijanur rohoman ajhari re niya ulta palta kotha bolle tur jihwa chhire pelomu,hate
era sob gulo shoytaner baccha,hate
halare dori sobai juta mar,hate
kuttar bacchare allayo gjob dey na keno,hate
ei uposthapika ekta madar chod kobirke jodi kokhono samone pai thutu dileo dibo,hate
salay paknami koira sheshe opomanito hoilo hala khalek,hate
shalader mokhe mota dorkar,hate
tui bale pangna tui hala januyar,hate
deoyanbagi chulota kore go abar mukh ar deoyanobagir murid royeche tader ke ulta kore chudol,hate
adar bepari beta jahajer khobor nech salar puto,hate
taherit tar oyapokeniye chhobi tuleche tar oyapokediyet bebosa kortechena ar tur obibabokot magir dalal tukediye bebosa kore besosa parar magi tui,hate
juta diye marte icchha korche ei nastiker baccha ke,hate
juta mara dorkar buira shala murgi chur,hate
kottar bacchhara vondoder mare chudi,hate
egulare pagla garde phathano hok bhonodo halara,hate
kaper ke lati mari ebong goa mari,hate
hijrar moto bhab kore sala pagol,hate
oi halara meyad uttirno gaja khaichhe eder pachar moddhe podma setur pilar dhukano uchit,hate
taheri tor pachay akke ola bash diya digri tapomatrayo rakote oibo taile tor bosen bosen jikir er bhut chole jaibo shala bhondo taheri tor moto taheri mijanur rohoman ajoharir juta bohon korar jogyoo rakhis na,hate
bujhochhi salarpute chudte hobe olpo boyse bal peke geche,hate
bondo hisebe era portito kotar bacha,hate
ei sokol deoyanbagi madarer baccha ekhonoo ainer aotayo asolo na ken,hate
chodonar po deoyan bagi pitate hoyo,hate
ei photoya chor chorbhodai bhondo pir islami lebasodhari dijital munaphiker dalal eke juta diye pitiye bonggoposagre dube i mara uchit ei photoya chor chorbhodai bhondo pir islami lebasodhari dijital munaphik theke sabdhan hon bangladesh musolomano,hate
kuttar baccha media tui purota boyan na diye bhondo ken bolochhis tui ki sunos nai je uni purota boyane ki boleche tor jonmer thik achhe haphijur rohoman to thik kothai bolechhe unar juta tanar jonno toke nibe,hate
madarchuder kotha shune matha ghure jacchheei madarchuder kono ainogt bybostha neoya hoyna keno,hate
toke chudbo,hate
pagol eida koittn ujaichhe,hate
ei magi ki baler uposthapika pura nastik,hate
he deoyan bagike hedaat dan kor jodi hedaat na thake take pherauner cheyeo nikrishto mrittu dan kor,hate
phata konodmer oboid jommo madarchud kkarcha chuda tor oyaj shuna jayej noyo,hate
boisha ture pundaib magi,hate
ei khankir bacchara tora amar allahor koraner je ajke koshto jahanname jwlobe agun jwlobe,hate
allama mamunul hoker jutadiye tinota putta o ekta kuttir gale marte chai,hate
nastik kutar baccha,hate
ekomae abalochodonorai ei dhoroner montbyo korte pare ajhari hujur ke niye,hate
khankir chhele tor boure chudi madarchod oshikkhit murkh borabor phokinni chhotolok griber choda tore jodi samone pai tor goa diya rt dukamu ar bair kormu,hate
ei nastik gulor fasi chai,hate
bhai ora paglo ar kichhui na,hate
taheri ekta chagol pagol or mathay haturir bari deya uchit,hate
ei salake agune puriye marena keno,hate
shalar fut bhoye natok shuru korche,hate
balpakna,hate
erokom janoyarder agune puriye mara uchit,hate
ek hangki sathe tin nastiker baccha kuttara jiboneo bujhobe na,hate
bond tui salar puto,hate
shalare kuttar baccha bolleo kuttar opoman hobe,hate
taheri ke diya tore putki maramu mita kotha bolar jonno,hate
ahole khobishoder upodrb boro bere gechhesalara onolaine jot bahaduriparle sorasori bos na ken,hate
deoyanbagi ekta bichanayar bhai apnake bolchi apne o ektu bhalo hon,hate
madarchod tui bhondo tui kuttar baccha bhondo kuttar baccha tore paile juta diya bari giye shikkha dimu,hate
allah esob nastikder upore gjob dek,hate
jei khankir pulara majare kharap bolobe or mare kuttay chude jonmo dichhe,hate
pagla jodi llangta hoye oli hoyo tahole tui o llangta hoye ja bhondo kothakar pajolami korar ar jayga pasona haramzada tor dui gale mon chaiteche sobar samone ta bari mari,hate
kothai theke ber hoye ase osustho guru chagol,hate
he allah tumi ei nastik kuttader dhongsho kor,hate
jara shunitechhe tara ki dije partite geche juta pita korena ken haramojadare,hate
na bole parlam na tor mot ta bainchod deshe jonmo hoyeche bole aj e dosha phajil madrasayo porle pajil hoyo eta ki tor potita ma bolechhe dosh deoyan bagir take dosh de phajil madrasake noyo bainchod,hate
taheri hol ekta bondo ar amir hamoja holo ekta mittuk shala amir hamoja mitta badi,hate
deoyan bag hol kuoar jonmo,hate
kire admin trir choddo gushti kopale jutar bari deya dorkar,hate
bujhlam e ki kon kiyamoter alamot et chhe to chhele esob bola thik na tahiri shalar ki bolotam esob bangladesh ta ki hol keu kokhon bhabeni emon jugasobe,hate
kichhu iutiubar kuttar baccharai hujur der niye phetona chhorai,hate
jnowar hasinar jonyo aj murgi kobir ei jaygay,hate
sala murgi chor tahole bongobondhur hotta karike puroshkar deya uchit tor mote,hate
puran pagoler bhat paina notun pagoler amdani shalar pagol,hate
tui sala bhonod,hate
taherir mar pet bhalo chilona o ekta jaroj sonotan,hate
apni hujur ekta haramzada,hate
ei chalener sala pagol sobai blk mere den,hate
char kutta ekta manush,hate
asol dajjal asar age onek choto boro dajjal asobe deoyan magi oi rokom choto ek dajjal or kaj i manushke jahanname neoya ei shoytaner chamora chhile lobon lagiye jibit obosthay dhakar rajopothe tanggiye rakha uchit,hate
lopar putokite gorom dim de,hate
bal pakonar baccha gibot kore,hate
bondr ghorer bondr baccha vondoder karne bangla deshta dhongsho hoye geche vondoder jedin fasir kashthe jhuliye mara hobe sedin bangladeshe bhondo mukto hobe,hate
ei magi tui ki deoyan bagir cham chami korchi loti tor jonno amar mukhota kharap holo shoytan chheri,hate
tui ek number bhondo sala tor chaite public bhalo bojhe,hate
salay gaja beshi khaichhe,hate
notimagi nastik era hujure samone mathai kapor der na beradob buddhijibi era,hate
gaja khor shala,hate
dichhe jara tara ki deoyan magir murid,hate
juta bari sala put deoyanbagi,hate
manoniyo public ami ei char nastikoke majh nodite niye pondate chai,hate
tuito sala bhondo munapik kaper,hate
jutapita kora uchit,hate
tui islamer ki bojochh madar chod alemoder giphod gech,hate
shala ke juta mar bhondo shala,hate
madar chud tore kitar baccha,hate
tui januyar deyanobagi bhalo hobi na tui batil ora hok,hate
kuttader fasi chai,hate
beposa korar ar jaga pas nai magi lopa,hate
chuden choden chode jan shali magi,hate
tode jormer thukonai,hate
ek khaanoki ar tin khankir pola ekjon alem ke niye tamasha korche alola tumi hujurer pashe thako,hate
tor mare chudi beshi beshi bhiu tor mar mangger bhitore duka tor mare chudi,hate
shalar nastiker bacchader juta pitha kore ei ber kora uchit,hate
ei bhondo deoyanbagi thake kothay ei shala bangladeshe thaken na bideshe thake bangladesh thakle ki to hotta kora uchit take ei deoyanbagi sala ma phatemake niye onek beyadobi koreche ei shalar deoyanobagike fasi diye mere phela uchit bangladesh sorkar dekheni na dekhe ei shala onek beyadobi korchi ar sojjo kora jayo na sob musolman ek hoye take mere phela uchit,hate
hala bhondo pir taheri,hate
shalar takku shalar mous togo duitare juta diya bhai ran dorkar islam holo sobceye sundr dhormo amader dhormo tui hindu bouddho cristan e abar ki kotha kos banochod tob job koren dorkar islam birodhita koros shalara,hate
taheri make chudi,hate
ei somosto vondoder pachar bhitore bash diya dwara koira rakha uchit rakha uchit,hate
deoyanbagi shalare stampo er sathe baindha shoyeb akhotar ar bret li re diya bichir moddhe koyekta bol koraite partam tahole monoda shanti paito,hate
bhai tuito bishwo madorchhod shalar beta tore bokta nanaichhe ke,hate
tar pachayo ordho gorom rd bahire thanda ongsho rekhe dukano uchit jate tar murid ra na tene ber korte pare magir pola tor maire chudi roja rekhe esob sojjo korar chheye tore gali deya betar,hate
soytan murgi chora,hate
murkhchuda bokta bhondo,hate
kuran hadis uccharn korte parisona tui majar pujari tui kapher tormukhe gitao manayna halar puto,hate
magir ji magi,hate
ei bondo deoyan bagike jota maa hok,hate
eke pir na bole shoytan deoyanbagi bolte hobeei haramzada kukurer cheye joghonynoti r poya,hate
deoyanbagi kon abal,hate
tor oyaje jot lok jai sobi hol ganjakhur sala bhondo,hate
madachod tui boro bhondo,hate
e shukorer baccha nastikder juta mar,hate
tui chur tor baba chur halarpu hala murkher gushti bala kota kaneda jaibo tor baler chenel khuila bose richhoto bish khaiya mor tui,hate
bainochut maka bokota,hate
ei bondo jnowar ke ar beche takar odhikar nai musolman jago ore bangladesh theke pitiye bahir koren,hate
tui haphijur rohoman siddikire bolos khoda dabi korche tui sala duniyar kharap,hate
sonar jikir tor madar chod,hate
salare ban de,hate
charjon kutta mile ekjon imanodar ke dhorechhe,hate
khankir put madar chod,hate
ei holo khanki,hate
ei chalen ta je banaychhe oi sala kharap,hate
jara disolaik dichhe tader boga kaita deshi mula dhukiye deya uchit,hate
ekta kukurer charti baccha ekti kedhi ar tinoti kedha kore sudhu gheu geu,hate
mijanur rohoman ajhari mot jahel ke juta mora dorkar rasul sa ke nirkkhr bolechen abu jaheler apon bhai shoytan mijanur rohoman allah o rasuler shane jara biyadobi koreche allah tader ke hedayt korun amin,hate
sala bhab loyo,hate
ore ahale soytan aphoganistane jon kuraner haphej mara gelo americar hamlay toder kono protibad nai chormonair pirer name mithyachar korochh toder kopale juta mari ibolisher bacchara,hate
bhai ei deoyanbagi kuttar baccha kotha jokhon mone ase na tokhon musolman boila dabi korten amar khub koshto hoyo jeye e kuttar baccha sen amader hojorot muhammd sallallahu alai sallam ke niye kotukti kore tokhon gayer rokto gula je kemon gorom hoyo ta boila bujhaite parbo na bhai mone hoyo je gayer mangsho gulo nije kamoraiya chhira balai je amader deshe emon ek kuttar baccha achhe je jaygay parsento musolman sei jaygay emon ekta manush bas kore jake thamanor jonno kon bangladeshe kon lok nei,hate
admin tui kintu ar jai hos manusher baccha hote parisona tui ekta jaroj kuttar baccha,hate
nastiker bacchaderke juta diye pitiye size kore deya uchit,hate
shalare re mar,hate
takar dalal halar putohala,hate
kuoar bacha nosotik kipap korchh iman nichhega alolah,hate
madarchod tor ki oyajer boys hoyche,hate
potita upostapika,hate
tui bal amar deoyanbagi tor jonmo ki potitaloye hoise kukurer baccha,hate
oi madarchod arobe milad achhe ebong miladun nobi upolokkhe sorkari chhuti achhe,hate
o magi tore kukur diye jela dorkar,hate
keyamoter moydane tuder jonno jutar mala redi achhe shoytaner bacchara kon hadise paychos re srishtikorta chaiter gaja khur boro hoye gelo takar jonno et paglami lojja nei,hate
ei khanki magi shahoriya onyo duijon eisob guli jaroj madarchod oder glayo juta diye pachay lathi marte marte mukhe poshrab kore nordmayo fele mara uchit,hate
rojangk salar pechhone deya uchit,hate
ei boka choda taheri kar osilai chaoya jai na harami chaibi tor kajer ochhilai cha murkhr baccha majare jodi jaoya jaito tahole nobir roja te manush sijoda diye bose thakto amir majare matha dhipate thakto eder theke toder majarer lok boro hoye gelo taheri tor gaja khori kotha banglader manushoo sob murkho hoye geche mathai kichhu nei,hate
ei khanki magir pola tor baper ar tor kopale jutar bari chut maranir pola bhalo hoyeja na hole jihadi jonota toder kukurer mot pitiye marbetor bap chilo bhondo munaphiko tui o bhondami shuru korechhiso,hate
astagpirullah naujubillah ki bollo ei nastik er baccha,hate
deoyan bagi to degi dajjalo,hate
pagol lokera baccho ke bokota hisabe shune emon chhele mohila gre jonmo dei,hate
diye nijeke vondoder bhokto proman korar ki dorkar shalara islamke dngsho kore dicchhe,hate
shalar lojja nei murgi chor,hate
sob shalara bhondo bhondo jikir,hate
kuttabagir dui gale juta maro tale tale,hate
ta chagoler baccha ekta bager baccha,hate
egulukipaglonakibhondo,hate
lal shala to gaja khor tar kotha bolar dhorn dekhechhen ami sileti,hate
deoyanobagike ami kukurer toylet khaoyabo,hate
asol bhondto abe halay gadha naki se,hate
magir pola,hate
tumi harami tupi oyala tomar mukhe gu,hate
ohabir bacchader juta pida kora dorkar,hate
mamunul hok apnake salar nastiker bacchara,hate
bandhir put tore paile mokher bhitor dhon khaoyaitamo,hate
beshi bal pakna,hate
kukurer baccha ei rokom kore dili ken,hate
haramzada kothay hadis pele tui toke pele tor chapar dat gulo fele ditam sala bhondo kotha kar ar tui je bonayo dili eta tui re shoytan tui sala bhondo kotha kar,hate
deoyan bagi kukurer baccha,hate
fokinnir bacchara todert khobor achhe morner somoy bujobi,hate
he sala tur kaj nai monehoi dalal,hate
shala taheri bhondo,hate
bhondo bokta khankir pola,hate
sala taherir mukhe juto mara dorkar,hate
allah tumi ei beyadob kulangagar ke dhongsho kore dao,hate
mithyabadi kharejir baccha munaphik,hate
shalarput majar pujari ke juta diye pita,hate
er sobceye kharap gndhjukto pad deoyanobagir mukhe mara uchit tahole se thik hobe,hate
deoyan bagure hoga marte mon chay,hate
khankimagi tor mare chudi magimagi,hate
sali magi chul chhaira hujurer samone bosochhe abar torko kore sathe aro ta chagol je bishoye ghen nai sei bishoye kotha bole,hate
bash dimu haramzada ei oyardgulo ki kon sobho manusher bhasha hote pare ei opodartho mollar kach theke manush ki shikhote parbe osobhta chara,hate
halar put tui ekta bhondo bhondo bhondo bhondo tui ekta bhondo,hate
chagoler baccha beyadob kothakar tore jota pita deya hobe,hate
chhao chhaglochhao pagol,hate
hojjo ke osomman korche jaroj,hate
maren maren taheri bhondr putki maren ai hay,hate
deoyan bagir mare chudi,hate
ei holo gorur dalal mukhe allah kore paijolami,hate
era holo potitaloy jonmo hoyeche,hate
tahiri hujurke jutar mala gla diye goru ramu,hate
bhai shala ekta potoka machh mane tepa machh,hate
e desher sorkar bhalona tanahole ei bhondo kutta deoyan magi e kotha bolar poro kibhabe se e deshe thake deoyan magi hocche potitaloyer glite noshta meyer grbhe jormo neya ek jaroj sontan sudhu o ekai jaroj na or ma baba sobai jaroj chilo tai salay et bhondo,hate
ei madar chod pura boyan de ei madar chod pura boyan de,hate
balopakonayo phesobuk o iuj kore shala tui taheri niya ultapalta kotha kos eida beyadobi na,hate
tui sala bhondo orasotik,hate
dur hoye ja madar,hate
salare fasi chai,hate
tore putki mara dorkar shala bhondo,hate
sala ekta bhondo,hate
ei phatoragulore pulishe dhorayo deya dorkar abaler gushthi sob,hate
bhondo bainchod tara,hate
deoyanbagi hocche ekstrim lebhel er madarchodo,hate
deoyan bagir mare chud,hate
tore juta diye pitano dorkar haramzada haramzada tor ki morner vua nei dhormo bebsha kore duniyate na cholole tora gomora hoyechhis sadharon jonogon reo gumoroyo banate chas haramir ghorer harami,hate
gada tui tor bap noman kasemire chinosona olipurire chinis pagol chagoler dol,hate
kuttar baccha dekh manush kemon comment korche shalar jaroj sontan o nastiker dol,hate
sob koyta nastik be jomma ar uposhapika nastikder dalal,hate
tirer udahorn diye bhalo korechh toder moto bhondra tirer mot islam theke bahir hoye gechhoso pagoler baccha kothakar,hate
