Banglish,Hate
bishwo aj ondho hoyegechhe ar amra musolman hoyegechhi prtibadohin ekta boba pran jug jug dhore amaderke ihudira ottachar koreche kintu amra etoi shantmoyo muslim je prtibadoo korte parina ar amader desher rajnoitik swarthbadi jara achen tara paren ekodol arek doler somalochona korte etoch barmay je rohinga upor ottchar kora hocche tar kon protibad keu korenoni otoch bharoter hatike bonggbir nam koron korte pari kintu parina amader muslim bhai bonder pashe darate ei bhabe cholote thakle muslim bolte kon jati takobena takobe sudhu,Geopolitical
bharot agun lagiye diye phayar sarbhis niye nebhate ashche bah,Geopolitical
muktijuddhkalin 9 mase sena shohid hon 51 jon ar shadhin banglay 2 dine sena shohid holen 57 jon bibhishoner bhumikayo chilo awamilig,Geopolitical
chatrolig dhorshon kore shekh hasina ki kore,Geopolitical
bharote jokhon musolimoder opor nirjaton hoyo seta ki apnar babayo likhobe sei asayo thaken esob ekotorpha lekhalekhi bondho koren parle sobar dosh tule dhoren dhonnobad,Geopolitical
bharot bangladesher sathe khelar juggota rakhe kina ta niyei proshno achhe asun khelun ebong dekhun bangladesher ran korar juggota achhe kina vua peyen na appaynota thiki korbo,Geopolitical
banglader sorkarer uchit rhingader jibon rokkha kora tobe jodi bangladesh sorkar monekore bangladesh ekti jonobohul desh edeshe rhingader ashryo deya somvob noyo tobe sekhetre amar poramorsho bangladeshe onek bharotiyo oboidho manush royeche taderke berkore diye holeo rhingader jayga deya uchit bole monekori tobe oneke abar bhabte paren ami keno bharotiyoder ber kore deoyar kotha bololam eta niye kon rajniti korar sujog nei karon amito bangladeshe bosobasort bouddhder ber kore dite bolinai ami bolechhi oboidho bharotiyoder jader poriman pray dulokkho,Geopolitical
bharote r jonno shok ar barmar jonno,Geopolitical
khankir pola mayanmarer dike ja bharot ke niye et chinotit ken musolman shesh kore dichochhe ar bainchod bysto bharot ke niye,Geopolitical
bangladeshe haydrabade kichhui kore ni paki jaroj hoye ekhon pakistaner motoi kotha bola shuru koreche haydrabader nijam nije chukti shakkhr kore apnara junmallando er chakomader upor ar hinduder upor je jenesait chalacchhen setar bichar itihas korbe kasmire dhormer name keu more na jonggira more dhormer name manush marte musolimoder mot keu pare na bangladesher sathe bharoter tulona koren kon sahose apnader dhaka onytom nungra rajodhani apnader syaniteshon amader theke bhalo na choto gurutwhin desh tai keu keyar kore na chhile,Geopolitical
bharot chara shuyorer dol gulor inokam korar jayga nei ja na pakisthan chin e ja garo mere bari pathabe bhikari r dol,Geopolitical
hamla bharot niyntrit kashmire sena chhaunite hamla bangladeshe chole bharot pakistan niye kothar mamla,Geopolitical
bharoti malura khay gorur mut ar pakistani senara khay gorur matha bharoti sonara je ki bhalota palaibo seta bishwbasi jane,Geopolitical
phelani hottar kankhit bichar payni bangladesh,Geopolitical
e jokhon koti koti bangali jibon bachate bharote ashryo nicchhil tokhon bharot kintu simanto khule diyechhilopush byak totha lathi mere simanto theke tariye dey ni jodio oi ashryo deyar pechhone bharoter kichhuta rajnoitik swartho chilo tobu o koti koti musolman bangalir jibon sebar rokkha peyechhil hindu bharoter udartay othocho aj ekoi poristhitite rohinga musolmanderke ashryo na diye borong simanto bondho kore bose achhe ei bangladesh musolman hoyeo musolmaner mrittu sombhrm ar porajoyo ei beeman jatir kache tucchhacchha dhormiyo porichoy na hoyo oposrito,Geopolitical
bharoter bhikhariguloke aste aste sobaike ek ek kore dui poysa vikka deya hobe et hoi choi er kichhu nai,Geopolitical
egulo bharote dealer pacharer sohoj potho,Geopolitical
bharoter nari sobsomoy onyo purusher sngngeg joun kaj korte pochondo kore ete tader dhorme bada nei babar samone meye kapor khole ora prithibir nongra jati,Geopolitical
hasina jal bhot diye barbar prodhanmontri hote parle ami ken corona tester jal riporto dite parbo na,Geopolitical
bujagel bhartoo boypayo bangladesh ke,Geopolitical
bharoter sena prdhanere dekhte matha kharap hoye jabe pakistaner sena prdhaner,Geopolitical
mayanmare amar bhaike martechhe tar kon khobor nei bharoter khobor niye nachanachi dalal kothakar,Geopolitical
etato bharote swabhabik bishoye porinot hoyeche,Geopolitical
juddho chai na kintu bharotke somorthn kori ei duiti byakoi apnar konota sotto,Geopolitical
amra ki jati hisebe sarthopor noi sale amader dinogulo kot bhoyaboh chilo pranenor bhoye lokkho lokkho shornarthi ashryo niyechilo protibeshi desh bharot bharot prtibeshir osohaytwerr jotheshto somman dekhiyechhe aj amra moha sukhe achi tai amra otit vule gechhi othocho amrai manobotar pokkhe mormsprshi lekochar jhari tai to aj mayanmarer nirjatito rohinga musolimoder ashryo na diye tader mrittur dike thele dicchhi ajob jati amra,Geopolitical
modiji apni bharote dhuke thaka koti bangladeshi onuprbeshokarikeo ferot pathan asam bangla dilli mumbai sob jayga theke bangladeshi onuprbeshokarider bhagan,Geopolitical
tui kangladeshi jarjojeta e bharoter male poyda hoyechhilo,Geopolitical
bharot kemon behaiya jati dekhun bharoter batorum to nei abar tara seta nirljjber moto prochar kore jemon jit er ekti sinematei achhe gota jatir sobai sokale uthe mathe batorum kore jeno eta tader jatiyo jiboner sathe nibiro bhabe joriye achhe chi bharotke poromanu khate unnoti korar age batorum khate unntir jonno mononibesh kora uchit,Geopolitical
eta rendiyar media ba sorkar dekhobena karon bijepi jotobar sorkar ghoton koreche totobar indiyar musolimoder upor nirjaton hoyeche bangladesh sorkarer uchit er jobab chaoya,Geopolitical
kintriu khomotar jonno aoyamiligermot karo paye dhorena ei jonyito bola hoyo khomotar jonno bharoter chor thappr khaite raji awamilig,Geopolitical
prithibite sobceye beshi nari nirjatito hocche bharote kintu ken ei poristhitir srishti hocche tobe ki bharote narider kon mullo ba somman nei naki,Geopolitical
rendiyan ra make ma na bole ekta jnowar ke bole ma jar karne sobai hinduder janoyarer baccha bolei chhine,Geopolitical
bharoter mot sontrasi kashmirider hottakari protibeshi deshe boma hamolakarider gd phadar der pakira badam deoyar jonno dhonnobad,Geopolitical
apnar kothar jukti achhe kintu arekta bishoy holo banglar asam urishya bihar kolkata tripura rajygulo bharot firiye dile apnar montbyer bepare kon jotilota nei,Geopolitical
is kotojoner je jwlochhe bharot namota shunolei je bhut dekhar moto tao ekjon na duijon bhalokichhu khobor bharoter hole hingsayo to jolobei edike et priyo monib pakistan nei,Geopolitical
polashi abar eseche shorjontrer murshidabad aj dhaka,Geopolitical
bharoter jonyo jot bedona edike lakh lakh musolman mara jacchhe tate tar kon kosto hoyna,Geopolitical
nouka bhorti gumer lash kon sahose bhot chas,Geopolitical
bharoter sathe juddho korar jonno,Geopolitical
bharot mane hocche sarthpor,Geopolitical
bangladesh konodino bharot ke sapot debe na,Geopolitical
hasalenobhart pakisthaner sathe ki kokhono parbe,Geopolitical
khujiya pai na nogr pitake satore pai na kul dokkhine nei saed khokon uttre anisul,Geopolitical
bharotiyo madar chud gore khali putki marar dorkar ederke abar kiser sahajjo korche sorkar sorkar kichhu khaichhe naki malaunra duniyar sobceye nikushto jati,Geopolitical
bharmayo protidin hajar hajar muslim rohinggaderke hotta kora hocche kintu taderke ashryo na diye tader proti kon somobedona tini janan na othocho bharot tren durgtona korche tatei tini somobedona janate mriyman kintu muslim proti nei ken kon somobedona bharot theke bhese asa ekti hatike bachate sorkar ar midiyar kot ayojon chilo amra dekhlam othocho mayanmarer bouddho sontrasider hamla theke prane beche asa arakani rohinga musolmander etotuku matha gojar ashryo deyar mot keu nai borong sagrer panite bhese asa ei manushoguloke kok,Geopolitical
jakir nalayek bhoye paliyechhe bharote ele shuyor tar bichi kete deya hobe,Geopolitical
englander visa bharotiyoder bondo kore deya uchit,Geopolitical
bangladesh sorkar ke eta swrn rakha uchit je sale shadhinota juddher somoy parshboborti desh bharot hajar hajar bangalike ashryo diyechilo tate ki tader desher byapok khoti sadhon hoyechil bangladeshe hortal ognikando puriye desher kuti kuti taka noshto korte pare tar cheye kichhu rhinggake ashryo dile ki khub beshi prophab porbe holomarko sheyar market theke jot taka lut kora hoyeche tar theke ki rhinggara beshi bhoyanok bharote tren durghotonay amader mon kade sahajjo deya chole ar mayanmare muslim nidhon cholche koi edesh theke kon hush,Geopolitical
bangladesher jongi bisheshoggno sooyar hoyeche jamayatbnpr upor,Geopolitical
aponaderke kkhmar drishtite dekhte ki phire asobe ei osohayo manushogulir aponojon kkhter chihno ki hobe purn,Geopolitical
bharot nijerai khaite payna amader deshe biniog ki korbe,Geopolitical
bharot theke amadero amdani bondho kora uchit,Geopolitical
dada je bharote hoye osokh mmachh khelechhen je bharotke apni onek kichhu diyechhen se bharot kintu apnake ekti bidayi mmachh khelte deyni ar se bharote hoye apni ki dalali koren bangladeshe kintu apona onek bhokto achhe karon apni ek jon bangte je deshe shochiner biday hoyo se deshe kintu johir khaner rahuler shebager juborajer bidayi mmachh hoyna amar to monehona je apona pit achhe,Geopolitical
bharoter biruddhe hole eta dalal ar bharoter pokkhe hole gud songbad,Geopolitical
nirbachon bihin bharotiyo dalalder modode monti hoichho tader jatider surkkhar jonno ain kora to tomader jonno joruri hoyeporechhe onyo dike parshboborti desh mayanmare musolman maira chhai koira phalaitechhe dekhart nai bolaro keu nai hayre kopal pora muslim jati,Geopolitical
shala malur baccharachin pakistanider sathe chudate na peye khali niriho bangladeshider marte par bangladesher sorkarer uchit bharot ke boykot kora,Geopolitical
hasina opoya tui to bharoter ekta hati more giyechhilo tai tui tor dadar kache shok janiyechhili ar nir bichare mayanmare musolimoder hotta korche er belai tui chup ken tor dada chup thakte bolechhe abar shuni sokale uthe kuryan porichh,Geopolitical
itihas sakkhi achhe bharot kotobar chude khal koreche pakisthan ke,Geopolitical
kon abale ei byakhya chudaichhe emon kichhu hole gota bhartoborsheo thakbe na thakle sob jaygay thakbe,Geopolitical
eta notun ki kotha bharot to age thekei chor churi giri na korle to oder vikka kore khete hobe,Geopolitical
kanglara bharoter jatiyo songgit niye bolar age bhebe dekh toder jatiyo songgit sei ek mohan kobir lekha toder mot abalera to sahitte nobeler kotha kolpna korte paris na kintu sei kobi kobe sei sahitte nobel peyechhilo ebar tora baler mot kotha chharo ektu bhodro ho tahole sarajibon shuyar hoye thakobi,Geopolitical
bharot bangladesher protibeshi bangladesher jonno sobtheke boro,Geopolitical
eito sedin ekjon muktijoddhake pitiye ahot korlo awamiliger lokojon bichar hol ki odbhut nijer desher muktijoddhake petabe ar bhinodesher muktijoddhader sommanona deb eta bharotke tel marar cheshta chara ar kichhui noyo,Geopolitical
bharoter kotha ami bolbo sara jibon bolleo harami der kotha bola shesh hobe na,Geopolitical
bharot emon ekti desh jar char pasher prtita desher nagorik ra grina kore ebong ki sngkha ghonisto hindu desh nepal o,Geopolitical
amader hasina bubur bharotiyo hinduder jonno ki jala tren dughotonayo malaiyn morche kinatara tari shok prokash korenoar mayar mare hajar hajar musolike nijatono kore martechhe tar jonno bubu ekkbar o mukh kholenoni ei holo bubur hindu niti tai boli bubujan apni dillir prdakoshano,Geopolitical
bharoter birodhi doler sathe jonogoner kon somporko nai,Geopolitical
jei bharotiyo natoker poshaker jonno edesher meyera attohotta kore sedesher natok bondho korbo kobe,Geopolitical
apnader mone achhe gt koyek mas ager khela pakistaner sathe bangladesher khela shekh hasina shtidiyame gelen khela dekhte besh kortalio dilen kintu porer din bharoter sathe bangladesher khela sei din gelen na karon dada babura dekhte maindo korbe tokhon khomota dhore rakha koshto hobe karon desh ebong jonogoner cheye onar khomota boro tini bare bare proman korechheno,Geopolitical
shudhumatro bharotiyo dalalder jonno kono simanto nei emon bhalobasa dekhiya ami jarpornayo khushi,Geopolitical
parto ki parto na byata ekkbar bharote khelar sujog deya hok notuba tumora eso kemon go hara tumader harai,Geopolitical
amar hate potidin bharterr manush mar khai ami ekjon bangladeshi,Geopolitical
bharot amar shotru karon tara hindu muslim der upor otachar korche,Geopolitical
karnota ki ami to jani it marlei patokel khete hoyo eta to ar bharot na je icchha korlei deshtake bhenge bhenge pakistan banano jabe abar kashmir dokholer duhsahos dekhano jabe bouddhrai musolimoder jonno upojukto hatiyar,Geopolitical
eta amoder sorkarer bhul sidanto perai ekosh koti taka bina swarthe deyar mot somoy bangladesh er ekhono hoi nai bharot amader chir shotru ora swartho chara puja porjnto dey na ar je jonno ei ayojon ta tara onek agei niye nichhe jemon asam kolkata niye nichhe juddo korlo bangladesh khoti purn nil bharot ar ki chay ora mmas ta nieo prtarna,Geopolitical
age bangladesher manusher mon joy koruno simanto hotta bondho o tistar pani chukti sompadon koruno dekhben chiner prophab emonetei kome geche bangladesher manush abar bharotke bishwas korbe apnara bangladesher khoti korei jaben abar koydin por por ese dhonna dhorben tranojit nou bondr byboharer jonno eta ottnto hin mon manosikotar porichoybhal hoite taka lagena,Geopolitical
mayan mare muslim mere shes kore phelol tar kon khobor nai bharote tren durghotonay hindu morechhe kina ta niye sorkarer matha betha hasaili mure hohohohohahaha,Geopolitical
ei sob kotha bole rendiya r kichhu bolod amader deshe push korar paytara korche,Geopolitical
hay re murkho ordhshikkhit bangladeshi ra ebar kichudin swjatiyo pakisthaner biruddhe gheu gheu korbe notuba er moddhe bharoter shorojontro khuje ber korbe,Geopolitical
ar jei bharot shason korechilo musolomanera sei bharote aj musolmander ki obostha seta chokhe porena apnader nijer belay ana ar onyer belay kachokola etatei proman hoyo apnara kot boro sarthpor,Geopolitical
ladakher kache pher bharotiyo elaka dokhol korlo chin,Geopolitical
nodite badh diye sroter dhara poribortn kora jayo kintu srotoke atokano jayo na bharoter matite dh jakir nayekoke nishiddho korleo tini tar ggnjan diye koran o hadiser je alo chhoriyechhen ta juger por jug dwiner alo chhoriyi jabe inshallah,Geopolitical
bangladesheo hisab korle bharotiyoder shonkha kom noyo,Geopolitical
bangladesh korte na parle rendiyao ran korte parto na,Geopolitical
sudhu bharotei noyo prithibir je kon deshei danggar jonno to toder bhai gulai dayi bishwas na hole world bishwer kraim riports dekh tora ondher moto sontrasi der pokkho nis keno,Geopolitical
oare gota bharot ochol hoye jabe,Geopolitical
bharot jodi bhutaner sathe khele tarpor ami bhutaner sapotar kar bharot jitole ekti desh jite jayo ar bharot harle triketer joy hoyo,Geopolitical
bharot amader bhalo chay na,Geopolitical
sob cheye nikishto kharab pakistanira,Geopolitical
jara prbase thake sudhu tarai jane pakistanira kot kharap,Geopolitical
bharote jokhon musolimoder opor nirjaton hoyo seta ki apnar babayo likhobe sei asayo thaken esob ekotorpha lekhalekhi bondho koren parle sobar dosh tule dhoreno dhonnobad,Geopolitical
awamilig jonogoner kache khoma chaite hobe beshi kotha kois na rnir mot toro kintu obostha hoiya jaibe,Geopolitical
manoniyo prdhanomonoei apnar mot obhineei prithibir kothao neiobhinoye apnake oskar deya uchit mayanmare shot shot rohinga muslimke nirbichare hotta kora hocche apnar bibek ki ekotibarer jonno nara deyna ekotibar shunolamona je shok ba somobedona prokash korte othocho bharoter proti apnar mayakanna dekhe jati aj stmbhito,Geopolitical
amra irak na ar aphoganistan na amader dike chokh dile chokh duto tule shala trump,Geopolitical
bharotiyo soiniker mrittu mane bangladesher shohidoder atwar shanti jara bharotiyo biesoeph er gulite bina dushe mrittu born korechhen,Geopolitical
godir lobhe deshke jongi rashtrer katare daro koriyechhe sorkar sobhapoti shophiul alom prodhan,Geopolitical
bharotiyo niye ese oboidho abbar poshatdesh shishno purish mutro ebong birjo lehon kore ammur chodar kritoggota jananoi chodona i pakistan jamati kanglur prodhan dhormo otai oder koran ebong hadis pakistanke diye ammuke chodon deoyata sunnt ebong pakistani mutro o purish bhokkhn o sunnto,Geopolitical
